path,current_db_match,match_kind,confidence,chapter_code,chapter_name,command_name,command_code,operation_type,matched_object_prefix,matched_command_count,matched_commands,reason
DeviceGSM.Bts.{i}.Trx.{i}.Arfcn,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
DeviceGSM.Bts.{i}.Trx.{i}.MaxPowerRed,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
DeviceGSM.Bts.{i}.Trx.{i}.RfLocked,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
DeviceGSM.Bts.{i}.Trx.{i}.Ts.{i}.PhyChanConfig,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
DeviceGSM.Bts.{i}.handover,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.DeviceInfo.AntennaInfo.Azimuth,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Azimuth2,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Azimuth3,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Beamwidth,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Beamwidth2,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Beamwidth3,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Downtilt,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Downtilt2,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Downtilt3,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Gain,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Gain2,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Gain3,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Height,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Height2,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.Height3,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.HeightType,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.HeightType2,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.AntennaInfo.HeightType3,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.CellConfig.{i}.AntennaInfo.Model,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.BTS.CurrentArfcn,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.BTS.CurrentLac,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.CPI.cpiLatitude,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.CPI.cpiLongitude,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.GPS.horizontalAccuracy,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.GPS.verticalAccuracy,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.FAP.GPS.LockedLatitude,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.FAP.GPS.LockedLatitude2,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.FAP.GPS.LockedLatitude3,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.FAP.GPS.LockedLongitude,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.FAP.GPS.LockedLongitude2,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.FAP.GPS.LockedLongitude3,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.GSM.BtsRfPower,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.CallSign,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.ChannelReuse,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.CpiId,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.CpiInstallCertificationTime,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.CpiInstallCertificationTime2,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.CpiInstallCertificationTime3,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.CpiName,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.CpiSignatureData,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.CpiSignatureData2,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.CpiSignatureData3,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.EirpCapability,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.FccId,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.FrequencyContiguous,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.FrequencySelectionLogic,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.LegacyMode,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.MaxEIRP,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.PreferredBandwidth,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.PreferredFrequency,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.PreferredPower,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.DeviceInfo.SAS.RadioEnable,yes,object_prefix_current_command_node,medium,SA,设备信息参数管理,设备基本信息,LST DEVICE_INFO,LST,Device.DeviceInfo.,2,LST LST DEVICE_INFO 设备基本信息; MOD MOD DEVICE_INFO 设备基本信息,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
