path,strict_mml_tree_match,strict_match_level,strict_reason,rematch_decision,rematch_confidence,matched_chapter_code,matched_chapter_name,matched_group_name,matched_object_path,matched_group_code,match_source_type,match_source_file,old_target_chapter_code,old_target_chapter_name,old_target_node_name,old_target_object_path,access,data_type
Device.Ethernet.Interface.{i}.VlanInterface.{i}.VlanPppoeAddress.{i}.PppoePassword,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SL,WAN口配置参数管理,VLAN 子接口,Device.Ethernet.Interface.{i}.VlanInterface.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,,,{i},Device.Ethernet.Interface.{i}.VlanInterface.{i}.VlanPppoeAddress.{i}.,READ_WRITE,STRING
Device.Ethernet.Interface.{i}.VlanInterface.{i}.VlanPppoeAddress.{i}.PppoeUser,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SL,WAN口配置参数管理,VLAN 子接口,Device.Ethernet.Interface.{i}.VlanInterface.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,,,{i},Device.Ethernet.Interface.{i}.VlanInterface.{i}.VlanPppoeAddress.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.BscSelect,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(BscSelect),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.CurrLocAreaCode,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(CurrLocAreaCode),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.CurrentArfcn,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(CurrentArfcn),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.GsmBSIC,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(GsmBSIC),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.GsmBtsBand,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(GsmBtsBand),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,INT
Device.Services.GsmBTSCellDT.{i}.GsmBtsBindMib,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,Abis 接口,,gsm-abis,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-abis:Abis 接口(GsmBtsBindMib),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.GsmBtsRFPower,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(GsmBtsRFPower),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.GsmCellID,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(GsmCellID),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.GsmCellWithRuRelation,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(GsmCellWithRuRelation),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.GsmMACStubVal,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,跟踪日志,,gsm-trace,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-trace:跟踪日志(GsmMACStubVal),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.GsmMACTraceMsgType,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,跟踪日志,,gsm-trace,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-trace:跟踪日志(GsmMACTraceMsgType),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.GsmMACTraceNum,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,跟踪日志,,gsm-trace,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-trace:跟踪日志(GsmMACTraceNum),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.GsmMACTtiSwitch,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,跟踪日志,,gsm-trace,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-trace:跟踪日志(GsmMACTtiSwitch),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.IPAUnitID,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,Abis 接口,,gsm-abis,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-abis:Abis 接口(IPAUnitID),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.MobileNetworkCode,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(MobileNetworkCode),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.NetworkCountryCode,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(NetworkCountryCode),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.OMLRemoteIP,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,Abis 接口,,gsm-abis,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-abis:Abis 接口(OMLRemoteIP),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.OMLRemoteIPBak,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,Abis 接口,,gsm-abis,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-abis:Abis 接口(OMLRemoteIPBak),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.OpState,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(OpState),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.RfState,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(RfState),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
Device.Services.GsmBTSCellDT.{i}.UeCount,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,GSM 空口参数,,gsm-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BM.xml#gsm-cell:GSM 空口参数(UeCount),,,{i},Device.Services.GsmBTSCellDT.{i}.,READ_WRITE,STRING
DeviceGSM.Bts.{i}.Band,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(Band),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.Bsic,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(Bsic),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.C0PowerRed,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(C0PowerRed),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.CellId,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(CellId),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.CellReselectHysteresis,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(CellReselectHysteresis),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.CellReselectOffset,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(CellReselectOffset),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.CellReselectPenaltyTime,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(CellReselectPenaltyTime),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.CodecSupport,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(CodecSupport),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,STRING
DeviceGSM.Bts.{i}.GprsMode,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(GprsMode),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,STRING
DeviceGSM.Bts.{i}.HandoverAlgorithm,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,切换配置,,bsc-bts-handover,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-handover:切换配置(HandoverAlgorithm),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,STRING
DeviceGSM.Bts.{i}.IpaRslIp,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(IpaRslIp),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,STRING
DeviceGSM.Bts.{i}.IpaUnitId,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(IpaUnitId),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,STRING
DeviceGSM.Bts.{i}.LocationAreaCode,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(LocationAreaCode),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.MsMaxPower,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(MsMaxPower),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.NeighborCgiAdd,no,not_mml_tree_param_mapping_object_only,只命中 param-mappings XML object，缺少 mml_command_groups/mml_commands 节点,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Bts,DeviceGSM.Bts.,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,STRING
DeviceGSM.Bts.{i}.NeighborCgiDel,no,not_mml_tree_param_mapping_object_only,只命中 param-mappings XML object，缺少 mml_command_groups/mml_commands 节点,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Bts,DeviceGSM.Bts.,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,STRING
DeviceGSM.Bts.{i}.NumofTrxChannel,no,not_mml_tree_param_mapping_object_only,只命中 param-mappings XML object，缺少 mml_command_groups/mml_commands 节点,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Bts,DeviceGSM.Bts.,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.OmlConnectState,no,not_mml_tree_param_mapping_object_only,只命中 param-mappings XML object，缺少 mml_command_groups/mml_commands 节点,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Bts,DeviceGSM.Bts.,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,STRING
DeviceGSM.Bts.{i}.OmlIpaStreamId,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(OmlIpaStreamId),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,STRING
DeviceGSM.Bts.{i}.RachCellBarred,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,BTS 配置,,bsc-bts-config,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-config:BTS 配置(RachCellBarred),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.Trx.{i}.Arfcn,no,not_mml_tree_param_mapping_object_only,只命中 param-mappings XML object，缺少 mml_command_groups/mml_commands 节点,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Trx,DeviceGSM.Bts.{i}.Trx.,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,,,{i},DeviceGSM.Bts.{i}.Trx.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.Trx.{i}.MaxPowerRed,no,not_mml_tree_param_mapping_object_only,只命中 param-mappings XML object，缺少 mml_command_groups/mml_commands 节点,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Trx,DeviceGSM.Bts.{i}.Trx.,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,,,{i},DeviceGSM.Bts.{i}.Trx.{i}.,READ_ONLY,U_INT
DeviceGSM.Bts.{i}.Trx.{i}.RfLocked,no,not_mml_tree_param_mapping_object_only,只命中 param-mappings XML object，缺少 mml_command_groups/mml_commands 节点,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Trx,DeviceGSM.Bts.{i}.Trx.,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,,,{i},DeviceGSM.Bts.{i}.Trx.{i}.,READ_ONLY,STRING
DeviceGSM.Bts.{i}.Trx.{i}.Ts.{i}.PhyChanConfig,no,not_mml_tree_param_mapping_object_only,只命中 param-mappings XML object，缺少 mml_command_groups/mml_commands 节点,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Trx,DeviceGSM.Bts.{i}.Trx.,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,,,{i},DeviceGSM.Bts.{i}.Trx.{i}.Ts.{i}.,READ_ONLY,STRING
DeviceGSM.Bts.{i}.handover,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,切换配置,,bsc-bts-handover,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-handover:切换配置(handover),,,{i},DeviceGSM.Bts.{i}.,READ_ONLY,STRING
Device.DeviceInfo.AntennaInfo.Azimuth,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SA,设备信息参数管理,AntennaInfo,Device.DeviceInfo.AntennaInfo.,READ_WRITE,INT
Device.DeviceInfo.AntennaInfo.Azimuth2,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SA,设备信息参数管理,AntennaInfo,Device.DeviceInfo.AntennaInfo.,READ_WRITE,INT
Device.DeviceInfo.AntennaInfo.Azimuth3,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SA,设备信息参数管理,AntennaInfo,Device.DeviceInfo.AntennaInfo.,READ_WRITE,INT
